I0531 10:13:51.372464       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ebs-csi-node-qkzwq" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:51.790872       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-4tjk8" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:51.887254       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-4gvf9" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:52.287353       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-6zfrh" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:52.412017       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-7l2mk" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:52.652848       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-fb6rs" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:52.758725       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-85hf4" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:53.195656       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-gjkfp" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:53.221060       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-h4l87" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:53.484630       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-w928w" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:53.608193       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-xfgz8" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:54.013660       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="kube-proxy-zgpks" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:54.415664       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ssm-installer-7gqjg" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:54.742791       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ssm-installer-8499j" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:54.790327       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ssm-installer-b5hqf" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:55.023615       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ssm-installer-kfvvh" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:55.053884       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ssm-installer-hwmn4" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
I0531 10:13:55.366006       1 validate.go:42] EngineValidate "msg"="failed to apply rule on resource" "kind"="Pod" "msg"="negation anchor matched in resource: /spec/volumes/0/hostPath/ is not allowed" "name"="ssm-installer-q6h9l" "namespace"="kube-system" "policy"="disallow-host-path" "rule"="host-path"
